//Masterspark
254;0,514,122,767;0;128,128,128;//gray
//ShikiEiki-samastick
255;96,256,126,288;0;255,255,64;//yellow
//Mystia'sshot
1;0,16,16,31;0;128,128,128;//gray
2;16,16,32,31;0;255,64,64;//red
3;32,16,48,31;0;255,128,64;//lighred
4;48,16,64,31;0;255,64,255;//purple
5;64,16,80,31;0;255,128,255;//lila
6;80,16,96,31;0;32,32,255;//darkblue
7;96,16,112,31;0;64,64,255;//blue
8;112,16,128,31;0;64,128,255;//mint
9;128,16,144,31;0;64,144,255;//aqua
10;144,16,160,31;0;32,255,32;//darkgreen
11;160,16,176,31;0;64,255,128;//teal
12;176,16,192,31;0;64,255,144;//lime
13;192,16,208,31;0;128,255,144;//swampgreen
14;208,16,224,31;0;255,255,64;//yellow
15;224,16,240,31;0;255,128,64;//orange
16;240,16,256,31;0;255,255,255;//white
//Smallroundbulletswithouterlayer
17;0,32,16,48;0;128,128,128;//gray
18;16,32,32,48;0;255,64,64;//red
19;32,32,48,48;0;255,128,64;//lighred
20;48,32,64,48;0;255,64,255;//purple
21;64,32,80,48;0;255,128,255;//lila
22;80,32,96,48;0;32,32,255;//darkblue
23;96,32,112,48;0;64,64,255;//blue
24;112,32,128,48;0;64,128,255;//mint
25;128,32,144,48;0;64,144,255;//aqua
26;144,32,160,48;0;32,255,32;//darkgreen
27;160,32,176,48;0;64,255,128;//teal
28;176,32,192,48;0;64,255,144;//lime
29;192,32,208,48;0;128,255,144;//swampgreen
30;208,32,224,48;0;255,255,64;//yellow
31;224,32,240,48;0;255,128,64;//orange
32;240,32,256,48;0;255,255,255;//white
//Smallroundbullets
33;0,49,16,64;0;128,128,128;//gray
34;16,49,32,64;0;255,64,64;//red
35;32,49,48,64;0;255,128,64;//lighred
36;48,49,64,64;0;255,64,255;//purple
37;64,49,80,64;0;255,128,255;//lila
38;80,49,96,64;0;32,32,255;//darkblue
39;96,49,112,64;0;64,64,255;//blue
40;112,49,128,64;0;64,128,255;//mint
41;128,49,144,64;0;64,144,255;//aqua
42;144,49,160,64;0;32,255,32;//darkgreen
43;160,49,176,64;0;64,255,128;//teal
44;176,49,192,64;0;64,255,144;//lime
45;192,49,208,64;0;128,255,144;//swampgreen
46;208,49,224,64;0;255,255,64;//yellow
47;224,49,240,64;0;255,128,64;//orange
48;240,49,256,64;0;255,255,255;//white
//Pellets
49;1,65,16,79;0;128,128,128;//gray
50;16,65,32,79;0;255,64,64;//red
51;32,65,48,79;0;255,128,64;//lighred
52;48,65,64,79;0;255,64,255;//purple
53;64,65,80,79;0;255,128,255;//lila
54;80,65,96,79;0;32,32,255;//darkblue
55;96,65,112,79;0;64,64,255;//blue
56;112,65,128,79;0;64,128,255;//mint
57;128,65,144,79;0;64,144,255;//aqua
58;144,65,160,79;0;32,255,32;//darkgreen
59;160,65,176,79;0;64,255,128;//teal
60;176,65,192,79;0;64,255,144;//lime
61;192,65,208,79;0;128,255,144;//swampgreen
62;208,65,224,79;0;255,255,64;//yellow
63;224,65,240,79;0;255,128,64;//orange
64;240,65,255,79;0;255,255,255;//white
//Kuinas
65;2,80,14,96;0;128,128,128;//gray
66;18,80,30,96;0;255,64,64;//red
67;34,80,46,96;0;255,128,64;//lighred
68;50,80,62,96;0;255,64,255;//purple
69;66,80,78,96;0;255,128,255;//lila
70;82,80,94,96;0;32,32,255;//darkblue
71;98,80,110,96;0;64,64,255;//blue
72;114,80,126,96;0;64,128,255;//mint
73;130,80,142,96;0;64,144,255;//aqua
74;146,80,158,96;0;32,255,32;//darkgreen
75;162,80,174,96;0;64,255,128;//teal
76;178,80,190,96;0;64,255,144;//lime
77;194,80,206,96;0;128,255,144;//swampgreen
78;210,80,222,96;0;255,255,64;//yellow
79;226,80,238,96;0;255,128,64;//orange
80;242,80,254,96;0;255,255,255;//white
//Iceshots
81;0,97,16,111;0;128,128,128;//gray
82;16,97,32,111;0;255,64,64;//red
83;32,97,48,111;0;255,128,64;//lighred
84;48,97,64,111;0;255,64,255;//purple
85;64,97,80,111;0;255,128,255;//lila
86;80,97,96,111;0;32,32,255;//darkblue
87;96,97,112,111;0;64,64,255;//blue
88;112,97,128,111;0;64,128,255;//mint
89;128,97,144,111;0;64,144,255;//aqua
90;144,97,160,111;0;32,255,32;//darkgreen
91;160,97,176,111;0;64,255,128;//teal
92;176,97,192,111;0;64,255,144;//lime
93;192,97,208,111;0;128,255,144;//swampgreen
94;208,97,224,111;0;255,255,64;//yellow
95;224,97,240,111;0;255,128,64;//orange
96;240,97,256,111;0;255,255,255;//white
//Amulets
97;0,112,16,128;0;128,128,128;//gray
98;16,112,32,128;0;255,64,64;//red
99;32,112,48,128;0;255,128,64;//lighred
100;48,112,64,128;0;255,64,255;//purple
101;64,112,80,128;0;255,128,255;//lila
102;80,112,96,128;0;32,32,255;//darkblue
103;96,112,112,128;0;64,64,255;//blue
104;112,112,128,128;0;64,128,255;//mint
105;128,112,144,128;0;64,144,255;//aqua
106;144,112,160,128;0;32,255,32;//darkgreen
107;160,112,176,128;0;64,255,128;//teal
108;176,112,192,128;0;64,255,144;//lime
109;192,112,208,128;0;128,255,144;//swampgreen
110;208,112,224,128;0;255,255,64;//yellow
111;224,112,240,128;0;255,128,64;//orange
112;240,112,256,128;0;255,255,255;//white
//Suppository
113;0,129,16,144;0;128,128,128;//gray
114;16,129,32,144;0;255,64,64;//red
115;32,129,48,144;0;255,128,64;//lighred
116;48,129,64,144;0;255,64,255;//purple
117;64,129,80,144;0;255,128,255;//lila
118;80,129,96,144;0;32,32,255;//darkblue
119;96,129,112,144;0;64,64,255;//blue
120;112,129,128,144;0;64,128,255;//mint
121;128,129,144,144;0;64,144,255;//aqua
122;144,129,160,144;0;32,255,32;//darkgreen
123;160,129,176,144;0;64,255,128;//teal
124;176,129,192,144;0;64,255,144;//lime
125;192,129,208,144;0;128,255,144;//swampgreen
126;208,129,224,144;0;255,255,64;//yellow
127;224,129,240,144;0;255,128,64;//orange
128;240,129,256,144;0;255,255,255;//white
//Darkpellets
129;0,145,16,160;0;128,128,128;//gray
130;16,145,32,160;0;255,64,64;//red
131;32,145,48,160;0;255,128,64;//lighred
132;48,145,64,160;0;255,64,255;//purple
133;64,145,80,160;0;255,128,255;//lila
134;80,145,96,160;0;32,32,255;//darkblue
135;96,145,112,160;0;64,64,255;//blue
136;112,145,128,160;0;64,128,255;//mint
137;128,145,144,160;0;64,144,255;//aqua
138;144,145,160,160;0;32,255,32;//darkgreen
139;160,145,176,160;0;64,255,128;//teal
140;176,145,192,160;0;64,255,144;//lime
141;192,145,208,160;0;128,255,144;//swampgreen
142;208,145,224,160;0;255,255,64;//yellow
143;224,145,240,160;0;255,128,64;//orange
144;240,145,256,160;0;255,255,255;//white
//Marisa'ssmallstars
145;0,160,16,175;2;128,128,128;//gray
146;16,160,32,175;-2;255,64,64;//red
147;32,160,48,175;2;255,128,64;//lighred
148;48,160,64,175;-2;255,64,255;//purple
149;64,160,80,175;2;255,128,255;//lila
150;80,160,96,175;-2;32,32,255;//darkblue
151;96,160,112,175;2;64,64,255;//blue
152;112,160,128,175;-2;64,128,255;//mint
153;128,160,144,175;2;64,144,255;//aqua
154;144,160,160,175;-2;32,255,32;//darkgreen
155;160,160,176,175;2;64,255,128;//teal
156;176,160,192,175;-2;64,255,144;//lime
157;192,160,208,175;2;128,255,144;//swampgreen
158;208,160,224,175;-2;255,255,64;//yellow
159;224,160,240,175;2;255,128,64;//orange
160;240,160,256,175;-2;255,255,255;//white
//Komachicoins
//Iskippedtheweirdcointsastheylookuglyandbadingame.OnlythreeKomachicoinsavailable.
161;208,192,224,208;2;255,255,64;//yellow
162;224,192,240,208;2;255,128,64;//orange
163;240,192,256,208;2;255,255,255;//white
//Glowingmediumroundbullets(rightside)
164;256,162,288,191;0;255,255,255;//White
165;288,162,320,191;0;255,64,64;//red
166;320,162,352,191;0;255,64,255;//purple
167;352,162,384,191;0;64,64,255;//blue
168;384,162,416,191;0;64,128,255;//aqua
169;416,162,448,191;0;64,255,64;//green
170;448,162,480,191;0;255,255,64;//yellow
//Fireballs Not Animating
172;256,405,288,434;
//Fadingsuppository
//NotethatonlyONEshotdeclaredasthereisnoneedfor16differentcoloursofsuppository.
174;0,338,16,352;0;128,128,128;//gray
//Dots(thesmallestonesTh06style)
175;0,240,8,248;0;128,128,128;//gray
176;8,240,16,248;0;255,64,64;//red
177;16,240,24,248;0;255,128,64;//lighred
